,Giorno,T Media,T min,T max,Precip.,Umidità,Vento Max,Raffica,Fenomeni,Info,mese,anno,citta
258,25,24.2 °C,12 °C,29 °C,-,45 %,5.4 km/h,-,Nessuno,,Maggio,1997,Itri
259,26,24.3 °C,18 °C,28 °C,-,48 %,13 km/h,-,Nessuno,,Maggio,1997,Itri
260,27,20.4 °C,13 °C,28 °C,-,62 %,11.1 km/h,-,Nessuno,,Maggio,1997,Itri
261,28,20.2 °C,12 °C,27 °C,-,62 %,18.3 km/h,-,Nessuno,,Maggio,1997,Itri
262,29,19.1 °C,13 °C,25 °C,-,45 %,14.8 km/h,-,Nessuno,,Maggio,1997,Itri
263,30,19.9 °C,10 °C,26 °C,-,60 %,7.6 km/h,-,Nessuno,,Maggio,1997,Itri
264,1,21.7 °C,15 °C,27 °C,-,55 %,18.3 km/h,-,Nessuno,,Giugno,1998,Itri
265,2,22 °C,13 °C,30 °C,-,63 %,14.8 km/h,-,Nessuno,,Giugno,1998,Itri
266,3,24.7 °C,15 °C,33 °C,-,52 %,18.3 km/h,-,Nessuno,,Giugno,1998,Itri
267,4,25.1 °C,18 °C,33 °C,-,55 %,13 km/h,-,Nessuno,,Giugno,1998,Itri
268,5,26.1 °C,16 °C,34 °C,-,50 %,11.1 km/h,-,Nessuno,,Giugno,1998,Itri
269,6,26.3 °C,18 °C,35 °C,-,51 %,18.3 km/h,-,Nessuno,,Giugno,1998,Itri
270,7,23.8 °C,20 °C,29 °C,-,71 %,13 km/h,-,Nessuno,,Giugno,1998,Itri
271,8,23.9 °C,18 °C,30 °C,-,71 %,14.8 km/h,-,Nessuno,,Giugno,1998,Itri
272,9,22.9 °C,16 °C,28 °C,-,58 %,16.5 km/h,-,Nessuno,,Giugno,1998,Itri
273,10,22.8 °C,15 °C,28 °C,-,62 %,20.6 km/h,-,Nessuno,,Giugno,1998,Itri
274,11,19.7 °C,15 °C,23 °C,n/d,81 %,18.3 km/h,-,,,Giugno,1998,Itri
275,12,16.1 °C,13 °C,19 °C,n/d,71 %,13 km/h,-,,,Giugno,1998,Itri
276,13,16.9 °C,11 °C,23 °C,n/d,64 %,25.9 km/h,54 km/h,,,Giugno,1998,Itri
277,14,17.3 °C,9 °C,24 °C,-,67 %,22.2 km/h,-,Nessuno,,Giugno,1998,Itri
278,15,17.1 °C,12 °C,22 °C,-,79 %,13 km/h,-,Nessuno,,Giugno,1998,Itri
279,16,20.6 °C,15 °C,25 °C,-,65 %,18.3 km/h,-,Nessuno,,Giugno,1998,Itri
280,17,20.7 °C,13 °C,26 °C,-,62 %,20.6 km/h,-,Nessuno,,Giugno,1998,Itri
281,18,21.2 °C,13 °C,28 °C,-,56 %,22.2 km/h,-,Nessuno,,Giugno,1998,Itri
282,19,21.9 °C,14 °C,28 °C,-,55 %,13 km/h,-,Nessuno,,Giugno,1998,Itri
283,20,22.5 °C,15 °C,29 °C,-,59 %,16.5 km/h,-,Nessuno,,Giugno,1998,Itri
284,21,25.4 °C,15 °C,33 °C,-,45 %,20.6 km/h,-,Nessuno,,Giugno,1998,Itri
285,22,25.4 °C,17 °C,34 °C,-,56 %,16.5 km/h,-,Nessuno,,Giugno,1998,Itri
286,23,23.9 °C,16 °C,30 °C,-,63 %,22.2 km/h,-,Nessuno,,Giugno,1998,Itri
287,24,24.4 °C,16 °C,31 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1998,Itri
288,25,24.5 °C,15 °C,32 °C,-,55 %,16.5 km/h,-,Nessuno,,Giugno,1998,Itri
289,26,25.6 °C,18 °C,33 °C,-,60 %,18.3 km/h,-,Nessuno,,Giugno,1998,Itri
290,27,27.4 °C,19 °C,34 °C,-,54 %,22.2 km/h,-,Nessuno,,Giugno,1998,Itri
291,28,27 °C,18 °C,35 °C,-,53 %,22.2 km/h,-,Nessuno,,Giugno,1998,Itri
292,29,27.9 °C,19 °C,36 °C,-,51 %,20.6 km/h,-,Nessuno,,Giugno,1998,Itri
293,1,21.2 °C,13 °C,30 °C,-,61 %,13 km/h,-,Nessuno,,Settembre,1998,Itri
294,2,23.9 °C,16 °C,31 °C,-,57 %,14.8 km/h,-,Nessuno,,Settembre,1998,Itri
295,3,23.2 °C,16 °C,31 °C,-,64 %,13 km/h,-,Nessuno,,Settembre,1998,Itri
296,4,24.9 °C,18 °C,31 °C,-,71 %,18.3 km/h,-,Nessuno,,Settembre,1998,Itri
297,5,22.9 °C,18 °C,26 °C,n/d,85 %,24.1 km/h,-,,,Settembre,1998,Itri
298,6,21.7 °C,15 °C,28 °C,-,70 %,14.8 km/h,-,Nessuno,,Settembre,1998,Itri
299,7,22.1 °C,15 °C,28 °C,-,72 %,18.3 km/h,-,Nessuno,,Settembre,1998,Itri
300,8,21.4 °C,18 °C,27 °C,-,73 %,14.8 km/h,-,Nessuno,,Settembre,1998,Itri
301,9,21.4 °C,15 °C,28 °C,-,71 %,13 km/h,-,Nessuno,,Settembre,1998,Itri
302,10,23.7 °C,16 °C,31 °C,-,67 %,20.6 km/h,-,Nessuno,,Settembre,1998,Itri
303,11,23.3 °C,17 °C,29 °C,-,71 %,20.6 km/h,-,Nessuno,,Settembre,1998,Itri
304,12,19.1 °C,15 °C,22 °C,n/d,83 %,24.1 km/h,-,,,Settembre,1998,Itri
305,13,15.8 °C,12 °C,20 °C,n/d,82 %,16.5 km/h,-,,,Settembre,1998,Itri
306,14,17.2 °C,13 °C,21 °C,n/d,64 %,31.3 km/h,-,,,Settembre,1998,Itri
307,15,16.4 °C,10 °C,23 °C,-,70 %,14.8 km/h,-,Nessuno,,Settembre,1998,Itri
308,16,15.2 °C,9 °C,22 °C,-,78 %,9.4 km/h,-,Nessuno,,Settembre,1998,Itri
309,17,17.7 °C,14 °C,22 °C,n/d,79 %,18.3 km/h,-,,,Settembre,1998,Itri
310,18,18.2 °C,11 °C,26 °C,-,66 %,9.4 km/h,-,Nessuno,,Settembre,1998,Itri
311,19,18.6 °C,9 °C,25 °C,-,45 %,18.3 km/h,-,Nessuno,,Settembre,1998,Itri
312,20,14.9 °C,9 °C,24 °C,-,65 %,7.6 km/h,-,Nessuno,,Settembre,1998,Itri
313,21,19.2 °C,12 °C,23 °C,-,55 %,13 km/h,-,Nessuno,,Settembre,1998,Itri
314,22,17.1 °C,11 °C,23 °C,-,69 %,18.3 km/h,-,Nessuno,,Settembre,1998,Itri
315,23,18.7 °C,14 °C,25 °C,n/d,73 %,13 km/h,-,,,Settembre,1998,Itri
316,24,17.4 °C,12 °C,24 °C,-,70 %,11.1 km/h,-,Nessuno,,Settembre,1998,Itri
317,25,17.3 °C,16 °C,20 °C,n/d,85 %,7.6 km/h,-,,,Settembre,1998,Itri
318,26,20.3 °C,16 °C,26 °C,-,79 %,16.5 km/h,-,,,Settembre,1998,Itri
319,27,18.3 °C,14 °C,22 °C,n/d,92 %,27.8 km/h,50 km/h,,,Settembre,1998,Itri
320,28,17.1 °C,13 °C,23 °C,n/d,79 %,13 km/h,-,,,Settembre,1998,Itri
321,29,17.3 °C,10 °C,24 °C,-,75 %,13 km/h,-,Nessuno,,Settembre,1998,Itri
322,1,13 °C,8 °C,17 °C,n/d,84 %,22.2 km/h,-,,,Maggio,1998,Itri
323,2,14.6 °C,11 °C,18 °C,n/d,76 %,9.4 km/h,-,,,Maggio,1998,Itri
324,3,15.9 °C,11 °C,22 °C,n/d,73 %,13 km/h,-,,,Maggio,1998,Itri
325,4,15.1 °C,13 °C,17 °C,n/d,82 %,16.5 km/h,-,,,Maggio,1998,Itri
326,5,14.7 °C,13 °C,19 °C,n/d,86 %,11.1 km/h,-,,,Maggio,1998,Itri
327,6,13.6 °C,13 °C,16 °C,n/d,87 %,14.8 km/h,-,,,Maggio,1998,Itri
328,7,15.1 °C,9 °C,22 °C,-,75 %,20.6 km/h,-,,,Maggio,1998,Itri
329,8,16.7 °C,9 °C,24 °C,-,62 %,13 km/h,-,,,Maggio,1998,Itri
330,9,19.6 °C,11 °C,26 °C,-,55 %,9.4 km/h,-,Nessuno,,Maggio,1998,Itri
331,10,19.2 °C,10 °C,28 °C,-,56 %,18.3 km/h,-,Nessuno,,Maggio,1998,Itri
332,11,19.5 °C,10 °C,27 °C,-,57 %,14.8 km/h,-,Nessuno,,Maggio,1998,Itri
333,12,20.9 °C,12 °C,29 °C,-,59 %,7.6 km/h,-,Nessuno,,Maggio,1998,Itri
334,13,21 °C,13 °C,28 °C,n/d,65 %,18.3 km/h,-,,,Maggio,1998,Itri
335,14,21.1 °C,13 °C,28 °C,-,62 %,13 km/h,34 km/h,Nessuno,,Maggio,1998,Itri
336,15,18.6 °C,13 °C,25 °C,n/d,71 %,13 km/h,-,,,Maggio,1998,Itri
337,16,16.3 °C,12 °C,23 °C,n/d,80 %,20.6 km/h,-,,,Maggio,1998,Itri
338,17,13.2 °C,10 °C,22 °C,n/d,75 %,27.8 km/h,-,,,Maggio,1998,Itri
339,18,14.2 °C,7 °C,20 °C,n/d,66 %,18.3 km/h,-,,,Maggio,1998,Itri
340,19,15.1 °C,8 °C,21 °C,n/d,62 %,14.8 km/h,-,,,Maggio,1998,Itri
341,20,17.3 °C,10 °C,25 °C,-,66 %,7.6 km/h,-,Nessuno,,Maggio,1998,Itri
342,21,18.1 °C,11 °C,25 °C,-,68 %,11.1 km/h,-,Nessuno,,Maggio,1998,Itri
343,22,17.3 °C,9 °C,25 °C,-,61 %,14.8 km/h,-,Nessuno,,Maggio,1998,Itri
344,23,17.3 °C,9 °C,24 °C,-,69 %,22.2 km/h,-,Nessuno,,Maggio,1998,Itri
345,24,18.2 °C,12 °C,23 °C,-,70 %,20.6 km/h,-,Nessuno,,Maggio,1998,Itri
346,25,15.6 °C,14 °C,18 °C,n/d,90 %,11.1 km/h,-,,,Maggio,1998,Itri
347,26,17 °C,11 °C,22 °C,-,76 %,16.5 km/h,-,Nessuno,,Maggio,1998,Itri
348,27,17.5 °C,10 °C,24 °C,-,67 %,18.3 km/h,-,Nessuno,,Maggio,1998,Itri
349,28,18.3 °C,10 °C,27 °C,n/d,61 %,25.9 km/h,-,,,Maggio,1998,Itri
350,29,18.6 °C,15 °C,25 °C,n/d,77 %,18.3 km/h,-,,,Maggio,1998,Itri
351,30,18.4 °C,13 °C,25 °C,-,70 %,20.6 km/h,-,Nessuno,,Maggio,1998,Itri
352,1,23.6 °C,16 °C,32 °C,-,53 %,13 km/h,-,Nessuno,,Giugno,1999,Itri
353,2,24.7 °C,15 °C,33 °C,-,53 %,9.4 km/h,-,Nessuno,,Giugno,1999,Itri
354,3,24.9 °C,16 °C,32 °C,-,50 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
355,4,22.6 °C,15 °C,30 °C,-,57 %,14.8 km/h,-,Nessuno,,Giugno,1999,Itri
356,5,21.6 °C,14 °C,27 °C,-,63 %,24.1 km/h,-,Nessuno,,Giugno,1999,Itri
357,6,20.6 °C,13 °C,28 °C,-,67 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
358,7,24.3 °C,16 °C,32 °C,-,57 %,11.1 km/h,-,Nessuno,,Giugno,1999,Itri
359,8,26.5 °C,20 °C,33 °C,-,61 %,20.6 km/h,-,Nessuno,,Giugno,1999,Itri
360,9,24.8 °C,17 °C,32 °C,-,63 %,14.8 km/h,-,Nessuno,,Giugno,1999,Itri
361,10,23.9 °C,18 °C,30 °C,n/d,71 %,14.8 km/h,-,,,Giugno,1999,Itri
362,11,23.2 °C,18 °C,28 °C,-,71 %,24.1 km/h,-,Nessuno,,Giugno,1999,Itri
363,12,22.2 °C,16 °C,27 °C,-,64 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
364,13,23.7 °C,15 °C,30 °C,-,59 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
365,14,22.4 °C,15 °C,30 °C,-,64 %,20.6 km/h,-,Nessuno,,Giugno,1999,Itri
366,15,23.5 °C,15 °C,29 °C,-,45 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
367,16,19.3 °C,15 °C,25 °C,n/d,68 %,25.9 km/h,-,,,Giugno,1999,Itri
368,17,20.1 °C,14 °C,26 °C,-,67 %,14.8 km/h,-,,,Giugno,1999,Itri
369,18,19.8 °C,14 °C,27 °C,n/d,71 %,18.3 km/h,-,,,Giugno,1999,Itri
370,19,20.7 °C,14 °C,27 °C,-,65 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
371,20,19.2 °C,15 °C,26 °C,n/d,77 %,25.9 km/h,-,,,Giugno,1999,Itri
372,21,19.8 °C,13 °C,25 °C,n/d,71 %,22.2 km/h,-,,,Giugno,1999,Itri
373,22,19.7 °C,13 °C,24 °C,-,45 %,29.4 km/h,48 km/h,Nessuno,,Giugno,1999,Itri
374,23,19.2 °C,10 °C,27 °C,-,47 %,16.5 km/h,-,Nessuno,,Giugno,1999,Itri
375,24,19.9 °C,12 °C,27 °C,-,52 %,20.6 km/h,-,Nessuno,,Giugno,1999,Itri
376,25,20.9 °C,13 °C,28 °C,-,55 %,20.6 km/h,-,Nessuno,,Giugno,1999,Itri
377,26,22.2 °C,13 °C,30 °C,-,56 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
378,27,21.8 °C,14 °C,29 °C,-,55 %,20.6 km/h,-,Nessuno,,Giugno,1999,Itri
379,28,23.2 °C,17 °C,29 °C,-,66 %,18.3 km/h,-,Nessuno,,Giugno,1999,Itri
380,29,24.4 °C,18 °C,30 °C,-,70 %,16.5 km/h,-,Nessuno,,Giugno,1999,Itri
381,1,23.4 °C,17 °C,30 °C,-,64 %,16.5 km/h,-,Nessuno,,Settembre,1999,Itri
382,2,20.4 °C,16 °C,26 °C,n/d,62 %,9.4 km/h,-,,,Settembre,1999,Itri
383,3,19.6 °C,11 °C,27 °C,-,53 %,14.8 km/h,-,Nessuno,,Settembre,1999,Itri
384,4,19.1 °C,13 °C,22 °C,n/d,70 %,7.6 km/h,-,,,Settembre,1999,Itri
385,5,21.4 °C,15 °C,28 °C,-,66 %,11.1 km/h,-,Nessuno,,Settembre,1999,Itri
386,6,22.4 °C,15 °C,30 °C,-,67 %,18.3 km/h,-,Nessuno,,Settembre,1999,Itri
387,7,20.5 °C,17 °C,25 °C,n/d,85 %,16.5 km/h,-,,,Settembre,1999,Itri
388,8,21.7 °C,16 °C,30 °C,n/d,73 %,13 km/h,-,,,Settembre,1999,Itri
389,9,21 °C,14 °C,29 °C,-,61 %,11.1 km/h,-,Nessuno,,Settembre,1999,Itri
390,10,22.7 °C,15 °C,28 °C,-,48 %,14.8 km/h,-,Nessuno,,Settembre,1999,Itri
391,11,19.6 °C,15 °C,28 °C,-,70 %,13 km/h,-,,,Settembre,1999,Itri
392,12,20.5 °C,14 °C,30 °C,n/d,68 %,7.6 km/h,-,,,Settembre,1999,Itri
393,13,19.4 °C,13 °C,28 °C,-,67 %,13 km/h,-,Nessuno,,Settembre,1999,Itri
394,14,20.8 °C,14 °C,28 °C,-,70 %,18.3 km/h,-,Nessuno,,Settembre,1999,Itri
395,15,21.1 °C,14 °C,26 °C,n/d,65 %,24.1 km/h,-,,,Settembre,1999,Itri
396,16,17.5 °C,15 °C,22 °C,n/d,87 %,13 km/h,-,,,Settembre,1999,Itri
397,17,19.1 °C,13 °C,27 °C,-,79 %,18.3 km/h,-,,,Settembre,1999,Itri
398,18,19.4 °C,14 °C,25 °C,-,81 %,14.8 km/h,-,,,Settembre,1999,Itri
399,19,19.1 °C,13 °C,23 °C,-,82 %,11.1 km/h,-,Nessuno,,Settembre,1999,Itri
400,20,21.7 °C,16 °C,28 °C,n/d,68 %,18.3 km/h,-,,,Settembre,1999,Itri
401,21,20.1 °C,15 °C,25 °C,-,69 %,14.8 km/h,-,Nessuno,,Settembre,1999,Itri
402,22,18.4 °C,11 °C,26 °C,-,69 %,16.5 km/h,-,Nessuno,,Settembre,1999,Itri
403,23,20.1 °C,13 °C,27 °C,-,72 %,9.4 km/h,-,Nessuno,,Settembre,1999,Itri
404,24,20.3 °C,13 °C,29 °C,-,69 %,7.6 km/h,-,Nessuno,,Settembre,1999,Itri
405,25,22.6 °C,14 °C,31 °C,-,67 %,9.4 km/h,-,Nessuno,,Settembre,1999,Itri
406,26,20.6 °C,13 °C,29 °C,-,67 %,25.9 km/h,-,Nessuno,,Settembre,1999,Itri
407,27,21.3 °C,18 °C,27 °C,n/d,81 %,13 km/h,-,,,Settembre,1999,Itri
408,28,17.5 °C,16 °C,19 °C,n/d,88 %,11.1 km/h,-,,,Settembre,1999,Itri
409,29,18.7 °C,12 °C,25 °C,-,70 %,5.4 km/h,-,,,Settembre,1999,Itri
410,1,18.4 °C,9 °C,28 °C,-,59 %,5.4 km/h,-,Nessuno,,Maggio,1999,Itri
411,2,16.9 °C,13 °C,23 °C,n/d,78 %,5.4 km/h,-,,,Maggio,1999,Itri
412,3,20.8 °C,13 °C,28 °C,-,65 %,18.3 km/h,-,Nessuno,,Maggio,1999,Itri
413,4,18.8 °C,15 °C,24 °C,n/d,74 %,24.1 km/h,-,,,Maggio,1999,Itri
414,5,15.2 °C,12 °C,21 °C,n/d,82 %,13 km/h,-,,,Maggio,1999,Itri
415,6,16 °C,8 °C,22 °C,n/d,82 %,18.3 km/h,-,,,Maggio,1999,Itri
416,7,17.4 °C,15 °C,23 °C,n/d,84 %,14.8 km/h,-,,,Maggio,1999,Itri
417,8,17.8 °C,13 °C,24 °C,-,80 %,13 km/h,-,,,Maggio,1999,Itri
418,9,16.9 °C,14 °C,22 °C,n/d,77 %,11.1 km/h,-,,,Maggio,1999,Itri
419,10,17.8 °C,10 °C,25 °C,-,80 %,20.6 km/h,-,Nessuno,,Maggio,1999,Itri
420,11,18.6 °C,12 °C,26 °C,-,78 %,13 km/h,-,,,Maggio,1999,Itri
421,12,18.8 °C,11 °C,26 °C,-,77 %,11.1 km/h,-,Nessuno,,Maggio,1999,Itri
422,13,19.6 °C,14 °C,26 °C,-,81 %,18.3 km/h,-,Nessuno,,Maggio,1999,Itri
423,14,21.2 °C,16 °C,28 °C,-,69 %,22.2 km/h,-,Nessuno,,Maggio,1999,Itri
424,15,21.2 °C,17 °C,27 °C,-,80 %,14.8 km/h,-,Nessuno,,Maggio,1999,Itri
425,16,19.7 °C,15 °C,25 °C,-,81 %,14.8 km/h,-,Nessuno,,Maggio,1999,Itri
426,17,19.7 °C,15 °C,24 °C,n/d,74 %,13 km/h,-,,,Maggio,1999,Itri
427,18,22.2 °C,16 °C,28 °C,-,59 %,11.1 km/h,-,Nessuno,,Maggio,1999,Itri
428,19,21.1 °C,15 °C,28 °C,-,67 %,14.8 km/h,-,Nessuno,,Maggio,1999,Itri
429,20,16.9 °C,13 °C,21 °C,n/d,71 %,27.8 km/h,-,,,Maggio,1999,Itri
430,21,14.1 °C,12 °C,17 °C,n/d,83 %,13 km/h,-,,,Maggio,1999,Itri
431,22,13.7 °C,11 °C,16 °C,n/d,88 %,9.4 km/h,-,,,Maggio,1999,Itri
432,23,16.1 °C,11 °C,25 °C,-,70 %,24.1 km/h,-,,,Maggio,1999,Itri
433,24,17.1 °C,11 °C,24 °C,-,76 %,13 km/h,-,,,Maggio,1999,Itri
434,25,18.6 °C,11 °C,26 °C,-,70 %,16.5 km/h,-,,,Maggio,1999,Itri
435,26,16.9 °C,12 °C,25 °C,n/d,76 %,24.1 km/h,-,,,Maggio,1999,Itri
436,27,19.1 °C,10 °C,27 °C,-,60 %,14.8 km/h,-,Nessuno,,Maggio,1999,Itri
437,28,19.9 °C,13 °C,29 °C,n/d,66 %,18.3 km/h,-,,,Maggio,1999,Itri
438,29,20.7 °C,13 °C,29 °C,-,63 %,14.8 km/h,-,Nessuno,,Maggio,1999,Itri
439,30,21.2 °C,13 °C,30 °C,-,57 %,9.4 km/h,-,Nessuno,,Maggio,1999,Itri
440,1,23.6 °C,14.6 °C,29 °C,-,65 %,5.4 km/h,-,Nessuno,,Giugno,2000,Itri
441,2,24.2 °C,13 °C,30 °C,-,48 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
442,3,25.4 °C,14.4 °C,30 °C,-,59 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
443,4,25.7 °C,14.8 °C,30.2 °C,-,61 %,13 km/h,-,Nessuno,,Giugno,2000,Itri
444,5,25.7 °C,13.6 °C,32.4 °C,-,56 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
445,6,23.2 °C,13.6 °C,30.8 °C,-,67 %,13 km/h,-,Nessuno,,Giugno,2000,Itri
446,7,20.8 °C,17.4 °C,22.6 °C,n/d,89 %,14.8 km/h,-,,,Giugno,2000,Itri
447,8,26.2 °C,15.8 °C,31.4 °C,-,58 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
448,9,23.6 °C,13 °C,29.8 °C,32 mm,69 %,11.1 km/h,-,,,Giugno,2000,Itri
449,10,25.2 °C,13.4 °C,30.4 °C,-,55 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
450,11,24.5 °C,18.2 °C,29 °C,-,70 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
451,12,23.1 °C,16.8 °C,26.8 °C,3 mm,76 %,14.8 km/h,-,,,Giugno,2000,Itri
452,13,24.2 °C,13.8 °C,29 °C,-,63 %,3.5 km/h,-,Nessuno,,Giugno,2000,Itri
453,14,25.6 °C,15.6 °C,30.8 °C,-,58 %,7.6 km/h,-,Nessuno,,Giugno,2000,Itri
454,15,25.6 °C,15.6 °C,30 °C,-,62 %,7.6 km/h,-,,,Giugno,2000,Itri
455,16,22.7 °C,15 °C,29.2 °C,1 mm,73 %,11.1 km/h,-,,,Giugno,2000,Itri
456,17,24.9 °C,13 °C,29.8 °C,-,54 %,7.6 km/h,-,Nessuno,,Giugno,2000,Itri
457,18,22.6 °C,10.8 °C,27.2 °C,-,41 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
458,19,23.3 °C,11 °C,29.4 °C,-,50 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
459,20,25.2 °C,13.2 °C,30 °C,-,59 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
460,21,26.1 °C,15 °C,31.6 °C,-,60 %,7.6 km/h,-,Nessuno,,Giugno,2000,Itri
461,22,26.9 °C,15 °C,32.4 °C,-,56 %,5.4 km/h,-,Nessuno,,Giugno,2000,Itri
462,23,25.4 °C,14 °C,31.2 °C,-,63 %,3.5 km/h,-,Nessuno,,Giugno,2000,Itri
463,24,25.1 °C,15.4 °C,29.8 °C,-,71 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
464,25,23.3 °C,18 °C,26 °C,-,74 %,11.1 km/h,-,Nessuno,,Giugno,2000,Itri
465,26,23.4 °C,12.8 °C,29.8 °C,-,65 %,13 km/h,-,Nessuno,,Giugno,2000,Itri
466,27,25.1 °C,14.8 °C,30 °C,-,64 %,13 km/h,-,Nessuno,,Giugno,2000,Itri
467,28,24.9 °C,14.4 °C,30 °C,-,62 %,14.8 km/h,-,Nessuno,,Giugno,2000,Itri
468,29,23.6 °C,16.8 °C,28 °C,3 mm,76 %,11.1 km/h,-,,,Giugno,2000,Itri
469,1,25.9 °C,18.6 °C,30.2 °C,-,58 %,13 km/h,-,Nessuno,,Settembre,2000,Itri
470,2,24.4 °C,14 °C,30.4 °C,-,66 %,11.1 km/h,-,Nessuno,,Settembre,2000,Itri
471,3,23.8 °C,17.4 °C,28.2 °C,-,68 %,16.5 km/h,-,Nessuno,,Settembre,2000,Itri
472,4,21.5 °C,13.6 °C,25.8 °C,-,71 %,13 km/h,-,Nessuno,,Settembre,2000,Itri
473,5,21.3 °C,11.4 °C,26.4 °C,-,55 %,9.4 km/h,-,Nessuno,,Settembre,2000,Itri
474,6,20.6 °C,9.6 °C,26.4 °C,-,52 %,7.6 km/h,-,Nessuno,,Settembre,2000,Itri
475,7,17.9 °C,10.6 °C,23.6 °C,13 mm,81 %,9.4 km/h,-,,,Settembre,2000,Itri
476,8,20.3 °C,15 °C,23.8 °C,-,61 %,20.6 km/h,-,Nessuno,,Settembre,2000,Itri
477,9,22.3 °C,12.4 °C,28 °C,-,55 %,11.1 km/h,-,Nessuno,,Settembre,2000,Itri
478,10,21.8 °C,13.6 °C,28.2 °C,-,60 %,7.6 km/h,-,Nessuno,,Settembre,2000,Itri
479,11,22.1 °C,12.8 °C,28.8 °C,-,65 %,7.6 km/h,-,Nessuno,,Settembre,2000,Itri
480,12,23.2 °C,12.6 °C,28.6 °C,-,65 %,5.4 km/h,-,Nessuno,,Settembre,2000,Itri
481,13,22.9 °C,13.4 °C,29 °C,-,68 %,3.5 km/h,-,Nessuno,,Settembre,2000,Itri
482,14,23.1 °C,11.6 °C,30.2 °C,-,62 %,5.4 km/h,-,Nessuno,,Settembre,2000,Itri
483,15,22.6 °C,13.6 °C,29 °C,-,70 %,5.4 km/h,-,Nessuno,,Settembre,2000,Itri
484,16,22 °C,14.2 °C,28 °C,-,79 %,7.6 km/h,-,Nessuno,,Settembre,2000,Itri
485,17,23.6 °C,14.6 °C,29 °C,-,74 %,13 km/h,-,Nessuno,,Settembre,2000,Itri
486,18,24.2 °C,19 °C,28.2 °C,-,75 %,16.5 km/h,-,Nessuno,,Settembre,2000,Itri
487,19,22.3 °C,16.4 °C,26 °C,-,84 %,5.4 km/h,-,Nessuno,,Settembre,2000,Itri
488,20,26.6 °C,17 °C,32.4 °C,-,51 %,27.8 km/h,-,Nessuno,,Settembre,2000,Itri
489,21,20.8 °C,17 °C,24 °C,-,62 %,9.4 km/h,-,Nessuno,,Settembre,2000,Itri
490,22,19.6 °C,9.4 °C,27.8 °C,-,60 %,5.4 km/h,-,Nessuno,,Settembre,2000,Itri
491,23,20.2 °C,10.4 °C,27.2 °C,-,62 %,9.4 km/h,-,Nessuno,,Settembre,2000,Itri
492,24,21.3 °C,12.4 °C,26.6 °C,-,71 %,11.1 km/h,-,Nessuno,,Settembre,2000,Itri
493,25,21.5 °C,12 °C,26.8 °C,-,64 %,9.4 km/h,-,Nessuno,,Settembre,2000,Itri
494,26,20.5 °C,9.4 °C,27.6 °C,-,64 %,9.4 km/h,-,Nessuno,,Settembre,2000,Itri
495,27,20.5 °C,10.2 °C,27 °C,-,62 %,11.1 km/h,-,Nessuno,,Settembre,2000,Itri
496,28,19.4 °C,11 °C,25.6 °C,-,81 %,7.6 km/h,-,Nessuno,,Settembre,2000,Itri
497,29,18.1 °C,15 °C,23 °C,19 mm,91 %,7.6 km/h,-,,,Settembre,2000,Itri
498,1,15 °C,9 °C,22 °C,n/d,88 %,16.5 km/h,-,,,Maggio,2000,Itri
499,2,14.7 °C,11 °C,19 °C,-,89 %,7.6 km/h,-,,,Maggio,2000,Itri
500,3,15.4 °C,10 °C,23 °C,n/d,89 %,16.5 km/h,-,,,Maggio,2000,Itri
501,4,16.3 °C,9 °C,24 °C,n/d,87 %,7.6 km/h,-,,,Maggio,2000,Itri
502,5,15.9 °C,10 °C,20 °C,-,91 %,1.9 km/h,-,,,Maggio,2000,Itri
503,6,18.2 °C,12 °C,25 °C,-,78 %,9.4 km/h,-,,,Maggio,2000,Itri
504,7,16.9 °C,13 °C,23 °C,n/d,94 %,3.5 km/h,-,,,Maggio,2000,Itri
505,8,19.5 °C,13 °C,27 °C,n/d,81 %,9.4 km/h,-,,,Maggio,2000,Itri
506,9,17.4 °C,13 °C,23 °C,n/d,92 %,3.5 km/h,-,,,Maggio,2000,Itri
507,10,20.1 °C,13 °C,27 °C,-,76 %,3.5 km/h,-,Nessuno,,Maggio,2000,Itri
508,11,19.6 °C,13 °C,28 °C,-,84 %,7.6 km/h,-,Nessuno,,Maggio,2000,Itri
509,12,18.4 °C,14 °C,27 °C,-,88 %,-,-,Nessuno,,Maggio,2000,Itri
